id,ide,E,ƒË,t
4611,4611,210000,0.3,1
4612,4612,210000,0.3,1
4613,4613,210000,0.3,1
4614,4614,210000,0.3,1
4615,4615,210000,0.3,1
4616,4616,210000,0.3,1
4617,4617,210000,0.3,1
4618,4618,210000,0.3,1
4619,4619,210000,0.3,1
4620,4620,210000,0.3,1
4621,4621,210000,0.3,1
4622,4622,210000,0.3,1
4623,4623,210000,0.3,1
4624,4624,210000,0.3,1
4625,4625,210000,0.3,1
4626,4626,210000,0.3,1
4627,4627,210000,0.3,1
4628,4628,210000,0.3,1
4629,4629,210000,0.3,1
4630,4630,210000,0.3,1
4631,4631,210000,0.3,1
4632,4632,210000,0.3,1
4633,4633,210000,0.3,1
4634,4634,210000,0.3,1
4635,4635,210000,0.3,1
4636,4636,210000,0.3,1
4637,4637,210000,0.3,1
4638,4638,210000,0.3,1
4639,4639,210000,0.3,1
4640,4640,210000,0.3,1
4641,4641,210000,0.3,1
4642,4642,210000,0.3,1
4643,4643,210000,0.3,1
4644,4644,210000,0.3,1
4645,4645,210000,0.3,1
4646,4646,210000,0.3,1
4647,4647,210000,0.3,1
4648,4648,210000,0.3,1
4649,4649,210000,0.3,1
4650,4650,210000,0.3,1
4651,4651,210000,0.3,1
4652,4652,210000,0.3,1
4653,4653,210000,0.3,1
4654,4654,210000,0.3,1
4655,4655,210000,0.3,1
4656,4656,210000,0.3,1
4657,4657,210000,0.3,1
4658,4658,210000,0.3,1
4659,4659,210000,0.3,1
4660,4660,210000,0.3,1
4661,4661,210000,0.3,1
4662,4662,210000,0.3,1
4663,4663,210000,0.3,1
4664,4664,210000,0.3,1
4665,4665,210000,0.3,1
4666,4666,210000,0.3,1
4667,4667,210000,0.3,1
4668,4668,210000,0.3,1
4669,4669,210000,0.3,1
4670,4670,210000,0.3,1
4671,4671,210000,0.3,1
4672,4672,210000,0.3,1
4673,4673,210000,0.3,1
4674,4674,210000,0.3,1
4675,4675,210000,0.3,1
4676,4676,210000,0.3,1
4677,4677,210000,0.3,1
4678,4678,210000,0.3,1
4679,4679,210000,0.3,1
4680,4680,210000,0.3,1
4681,4681,210000,0.3,1
4682,4682,210000,0.3,1
4683,4683,210000,0.3,1
4684,4684,210000,0.3,1
4685,4685,210000,0.3,1
4686,4686,210000,0.3,1
4687,4687,210000,0.3,1
4688,4688,210000,0.3,1
4689,4689,210000,0.3,1
4690,4690,210000,0.3,1
4691,4691,210000,0.3,1
4692,4692,210000,0.3,1
4693,4693,210000,0.3,1
4694,4694,210000,0.3,1
4695,4695,210000,0.3,1
4696,4696,210000,0.3,1
4697,4697,210000,0.3,1
4698,4698,210000,0.3,1
4699,4699,210000,0.3,1
4700,4700,210000,0.3,1
4701,4701,210000,0.3,1
4702,4702,210000,0.3,1
4703,4703,210000,0.3,1
4704,4704,210000,0.3,1
4705,4705,210000,0.3,1
4706,4706,210000,0.3,1
4707,4707,210000,0.3,1
4708,4708,210000,0.3,1
4709,4709,210000,0.3,1
4710,4710,210000,0.3,1
4711,4711,210000,0.3,1
4712,4712,210000,0.3,1
4713,4713,210000,0.3,1
4714,4714,210000,0.3,1
4715,4715,210000,0.3,1
4716,4716,210000,0.3,1
4717,4717,210000,0.3,1
4718,4718,210000,0.3,1
4719,4719,210000,0.3,1
4720,4720,210000,0.3,1
4721,4721,210000,0.3,1
4722,4722,210000,0.3,1
4723,4723,210000,0.3,1
4724,4724,210000,0.3,1
4725,4725,210000,0.3,1
4726,4726,210000,0.3,1
4727,4727,210000,0.3,1
4728,4728,210000,0.3,1
4729,4729,210000,0.3,1
4730,4730,210000,0.3,1
4731,4731,210000,0.3,1
4732,4732,210000,0.3,1
4733,4733,210000,0.3,1
4734,4734,210000,0.3,1
4735,4735,210000,0.3,1
4736,4736,210000,0.3,1
4737,4737,210000,0.3,1
4738,4738,210000,0.3,1
4739,4739,210000,0.3,1
4740,4740,210000,0.3,1
4741,4741,210000,0.3,1
4742,4742,210000,0.3,1
4743,4743,210000,0.3,1
4744,4744,210000,0.3,1
4745,4745,210000,0.3,1
4746,4746,210000,0.3,1
4747,4747,210000,0.3,1
4748,4748,210000,0.3,1
4749,4749,210000,0.3,1
4750,4750,210000,0.3,1
4751,4751,210000,0.3,1
4752,4752,210000,0.3,1
4753,4753,210000,0.3,1
4754,4754,210000,0.3,1
4755,4755,210000,0.3,1
4756,4756,210000,0.3,1
4757,4757,210000,0.3,1
4758,4758,210000,0.3,1
4759,4759,210000,0.3,1
4760,4760,210000,0.3,1
4761,4761,210000,0.3,1
4762,4762,210000,0.3,1
4763,4763,210000,0.3,1
4764,4764,210000,0.3,1
4765,4765,210000,0.3,1
4766,4766,210000,0.3,1
4767,4767,210000,0.3,1
4768,4768,210000,0.3,1
4769,4769,210000,0.3,1
4770,4770,210000,0.3,1
4771,4771,210000,0.3,1
4772,4772,210000,0.3,1
4773,4773,210000,0.3,1
4774,4774,210000,0.3,1
4775,4775,210000,0.3,1
4776,4776,210000,0.3,1
4777,4777,210000,0.3,1
4778,4778,210000,0.3,1
4779,4779,210000,0.3,1
4780,4780,210000,0.3,1
4781,4781,210000,0.3,1
4782,4782,210000,0.3,1
4783,4783,210000,0.3,1
4784,4784,210000,0.3,1
4785,4785,210000,0.3,1
4786,4786,210000,0.3,1
4787,4787,210000,0.3,1
4788,4788,210000,0.3,1
4789,4789,210000,0.3,1
4790,4790,210000,0.3,1
4791,4791,210000,0.3,1
4792,4792,210000,0.3,1
4793,4793,210000,0.3,1
4794,4794,210000,0.3,1
4795,4795,210000,0.3,1
4796,4796,210000,0.3,1
4797,4797,210000,0.3,1
4798,4798,210000,0.3,1
4799,4799,210000,0.3,1
4800,4800,210000,0.3,1
4801,4801,210000,0.3,1
4802,4802,210000,0.3,1
4803,4803,210000,0.3,1
4804,4804,210000,0.3,1
4805,4805,210000,0.3,1
4806,4806,210000,0.3,1
4807,4807,210000,0.3,1
4808,4808,210000,0.3,1
4809,4809,210000,0.3,1
4810,4810,210000,0.3,1
4811,4811,210000,0.3,1
4812,4812,210000,0.3,1
4813,4813,210000,0.3,1
4814,4814,210000,0.3,1
4815,4815,210000,0.3,1
4816,4816,210000,0.3,1
4817,4817,210000,0.3,1
4818,4818,210000,0.3,1
4819,4819,210000,0.3,1
4820,4820,210000,0.3,1
4821,4821,210000,0.3,1
4822,4822,210000,0.3,1
4823,4823,210000,0.3,1
4824,4824,210000,0.3,1
4825,4825,210000,0.3,1
4826,4826,210000,0.3,1
4827,4827,210000,0.3,1
4828,4828,210000,0.3,1
4829,4829,210000,0.3,1
4830,4830,210000,0.3,1
4831,4831,210000,0.3,1
4832,4832,210000,0.3,1
4833,4833,210000,0.3,1
4834,4834,210000,0.3,1
4835,4835,210000,0.3,1
4836,4836,210000,0.3,1
4837,4837,210000,0.3,1
4838,4838,210000,0.3,1
4839,4839,210000,0.3,1
4840,4840,210000,0.3,1
4841,4841,210000,0.3,1
4842,4842,210000,0.3,1
4843,4843,210000,0.3,1
4844,4844,210000,0.3,1
4845,4845,210000,0.3,1
4846,4846,210000,0.3,1
4847,4847,210000,0.3,1
4848,4848,210000,0.3,1
4849,4849,210000,0.3,1
4850,4850,210000,0.3,1
4851,4851,210000,0.3,1
4852,4852,210000,0.3,1
4853,4853,210000,0.3,1
4854,4854,210000,0.3,1
4855,4855,210000,0.3,1
4856,4856,210000,0.3,1
4857,4857,210000,0.3,1
4858,4858,210000,0.3,1
4859,4859,210000,0.3,1
4860,4860,210000,0.3,1
4861,4861,210000,0.3,1
4862,4862,210000,0.3,1
4863,4863,210000,0.3,1
4864,4864,210000,0.3,1
4865,4865,210000,0.3,1
4866,4866,210000,0.3,1
4867,4867,210000,0.3,1
4868,4868,210000,0.3,1
4869,4869,210000,0.3,1
4870,4870,210000,0.3,1
4871,4871,210000,0.3,1
4872,4872,210000,0.3,1
4873,4873,210000,0.3,1
4874,4874,210000,0.3,1
4875,4875,210000,0.3,1
4876,4876,210000,0.3,1
4877,4877,210000,0.3,1
4878,4878,210000,0.3,1
4879,4879,210000,0.3,1
4880,4880,210000,0.3,1
4881,4881,210000,0.3,1
4882,4882,210000,0.3,1
4883,4883,210000,0.3,1
4884,4884,210000,0.3,1
4885,4885,210000,0.3,1
4886,4886,210000,0.3,1
4887,4887,210000,0.3,1
4888,4888,210000,0.3,1
4889,4889,210000,0.3,1
4890,4890,210000,0.3,1
4891,4891,210000,0.3,1
4892,4892,210000,0.3,1
4893,4893,210000,0.3,1
4894,4894,210000,0.3,1
4895,4895,210000,0.3,1
4896,4896,210000,0.3,1
4897,4897,210000,0.3,1
4898,4898,210000,0.3,1
4899,4899,210000,0.3,1
4900,4900,210000,0.3,1
4901,4901,210000,0.3,1
4902,4902,210000,0.3,1
4903,4903,210000,0.3,1
4904,4904,210000,0.3,1
4905,4905,210000,0.3,1
4906,4906,210000,0.3,1
4907,4907,210000,0.3,1
4908,4908,210000,0.3,1
4909,4909,210000,0.3,1
4910,4910,210000,0.3,1
4911,4911,210000,0.3,1
4912,4912,210000,0.3,1
4913,4913,210000,0.3,1
4914,4914,210000,0.3,1
4915,4915,210000,0.3,1
4916,4916,210000,0.3,1
4917,4917,210000,0.3,1
4918,4918,210000,0.3,1
4919,4919,210000,0.3,1
4920,4920,210000,0.3,1
4921,4921,210000,0.3,1
4922,4922,210000,0.3,1
4923,4923,210000,0.3,1
4924,4924,210000,0.3,1
4925,4925,210000,0.3,1
4926,4926,210000,0.3,1
4927,4927,210000,0.3,1
4928,4928,210000,0.3,1
4929,4929,210000,0.3,1
4930,4930,210000,0.3,1
4931,4931,210000,0.3,1
4932,4932,210000,0.3,1
4933,4933,210000,0.3,1
4934,4934,210000,0.3,1
4935,4935,210000,0.3,1
4936,4936,210000,0.3,1
4937,4937,210000,0.3,1
4938,4938,210000,0.3,1
4939,4939,210000,0.3,1
4940,4940,210000,0.3,1
4941,4941,210000,0.3,1
4942,4942,210000,0.3,1
4943,4943,210000,0.3,1
4944,4944,210000,0.3,1
4945,4945,210000,0.3,1
4946,4946,210000,0.3,1
4947,4947,210000,0.3,1
4948,4948,210000,0.3,1
4949,4949,210000,0.3,1
4950,4950,210000,0.3,1
4951,4951,210000,0.3,1
4952,4952,210000,0.3,1
4953,4953,210000,0.3,1
4954,4954,210000,0.3,1
4955,4955,210000,0.3,1
4956,4956,210000,0.3,1
4957,4957,210000,0.3,1
4958,4958,210000,0.3,1
4959,4959,210000,0.3,1
4960,4960,210000,0.3,1
4961,4961,210000,0.3,1
4962,4962,210000,0.3,1
4963,4963,210000,0.3,1
4964,4964,210000,0.3,1
4965,4965,210000,0.3,1
4966,4966,210000,0.3,1
4967,4967,210000,0.3,1
4968,4968,210000,0.3,1
4969,4969,210000,0.3,1
4970,4970,210000,0.3,1
4971,4971,210000,0.3,1
4972,4972,210000,0.3,1
4973,4973,210000,0.3,1
4974,4974,210000,0.3,1
4975,4975,210000,0.3,1
4976,4976,210000,0.3,1
4977,4977,210000,0.3,1
4978,4978,210000,0.3,1
4979,4979,210000,0.3,1
4980,4980,210000,0.3,1
4981,4981,210000,0.3,1
4982,4982,210000,0.3,1
4983,4983,210000,0.3,1
4984,4984,210000,0.3,1
4985,4985,210000,0.3,1
4986,4986,210000,0.3,1
4987,4987,210000,0.3,1
4988,4988,210000,0.3,1
4989,4989,210000,0.3,1
4990,4990,210000,0.3,1
4991,4991,210000,0.3,1
4992,4992,210000,0.3,1
4993,4993,210000,0.3,1
4994,4994,210000,0.3,1
4995,4995,210000,0.3,1
4996,4996,210000,0.3,1
4997,4997,210000,0.3,1
4998,4998,210000,0.3,1
4999,4999,210000,0.3,1
5000,5000,210000,0.3,1
5001,5001,210000,0.3,1
5002,5002,210000,0.3,1
5003,5003,210000,0.3,1
5004,5004,210000,0.3,1
5005,5005,210000,0.3,1
5006,5006,210000,0.3,1
5007,5007,210000,0.3,1
5008,5008,210000,0.3,1
5009,5009,210000,0.3,1
5010,5010,210000,0.3,1
5011,5011,210000,0.3,1
5012,5012,210000,0.3,1
5013,5013,210000,0.3,1
5014,5014,210000,0.3,1
5015,5015,210000,0.3,1
5016,5016,210000,0.3,1
5017,5017,210000,0.3,1
5018,5018,210000,0.3,1
5019,5019,210000,0.3,1
5020,5020,210000,0.3,1
5021,5021,210000,0.3,1
5022,5022,210000,0.3,1
5023,5023,210000,0.3,1
5024,5024,210000,0.3,1
5025,5025,210000,0.3,1
5026,5026,210000,0.3,1
5027,5027,210000,0.3,1
5028,5028,210000,0.3,1
5029,5029,210000,0.3,1
5030,5030,210000,0.3,1
5031,5031,210000,0.3,1
5032,5032,210000,0.3,1
5033,5033,210000,0.3,1
5034,5034,210000,0.3,1
5035,5035,210000,0.3,1
5036,5036,210000,0.3,1
5037,5037,210000,0.3,1
5038,5038,210000,0.3,1
5039,5039,210000,0.3,1
5040,5040,210000,0.3,1
5041,5041,210000,0.3,1
5042,5042,210000,0.3,1
5043,5043,210000,0.3,1
5044,5044,210000,0.3,1
5045,5045,210000,0.3,1
5046,5046,210000,0.3,1
5047,5047,210000,0.3,1
5048,5048,210000,0.3,1
5049,5049,210000,0.3,1
5050,5050,210000,0.3,1
5051,5051,210000,0.3,1
5052,5052,210000,0.3,1
5053,5053,210000,0.3,1
5054,5054,210000,0.3,1
5055,5055,210000,0.3,1
5056,5056,210000,0.3,1
5057,5057,210000,0.3,1
5058,5058,210000,0.3,1
5059,5059,210000,0.3,1
5060,5060,210000,0.3,1
5061,5061,210000,0.3,1
5062,5062,210000,0.3,1
5063,5063,210000,0.3,1
5064,5064,210000,0.3,1
5065,5065,210000,0.3,1
5066,5066,210000,0.3,1
5067,5067,210000,0.3,1
5068,5068,210000,0.3,1
5069,5069,210000,0.3,1
5070,5070,210000,0.3,1
5071,5071,210000,0.3,1
5072,5072,210000,0.3,1
5073,5073,210000,0.3,1
5074,5074,210000,0.3,1
5075,5075,210000,0.3,1
5076,5076,210000,0.3,1
5077,5077,210000,0.3,1
5078,5078,210000,0.3,1
5079,5079,210000,0.3,1
5080,5080,210000,0.3,1
5081,5081,210000,0.3,1
5082,5082,210000,0.3,1
5083,5083,210000,0.3,1
5084,5084,210000,0.3,1
5085,5085,210000,0.3,1
5086,5086,210000,0.3,1
5087,5087,210000,0.3,1
5088,5088,210000,0.3,1
5089,5089,210000,0.3,1
5090,5090,210000,0.3,1
5091,5091,210000,0.3,1
5092,5092,210000,0.3,1
5093,5093,210000,0.3,1
5094,5094,210000,0.3,1
5095,5095,210000,0.3,1
5096,5096,210000,0.3,1
5097,5097,210000,0.3,1
5098,5098,210000,0.3,1
5099,5099,210000,0.3,1
5100,5100,210000,0.3,1
5101,5101,210000,0.3,1
5102,5102,210000,0.3,1
5103,5103,210000,0.3,1
5104,5104,210000,0.3,1
5105,5105,210000,0.3,1
5106,5106,210000,0.3,1
5107,5107,210000,0.3,1
5108,5108,210000,0.3,1
5109,5109,210000,0.3,1
5110,5110,210000,0.3,1
5111,5111,210000,0.3,1
5112,5112,210000,0.3,1
5113,5113,210000,0.3,1
5114,5114,210000,0.3,1
5115,5115,210000,0.3,1
5116,5116,210000,0.3,1
5117,5117,210000,0.3,1
5118,5118,210000,0.3,1
5119,5119,210000,0.3,1
5120,5120,210000,0.3,1
5121,5121,210000,0.3,1
5122,5122,210000,0.3,1
5123,5123,210000,0.3,1
5124,5124,210000,0.3,1
5125,5125,210000,0.3,1
5126,5126,210000,0.3,1
5127,5127,210000,0.3,1
5128,5128,210000,0.3,1
5129,5129,210000,0.3,1
5130,5130,210000,0.3,1
5131,5131,210000,0.3,1
5132,5132,210000,0.3,1
5133,5133,210000,0.3,1
5134,5134,210000,0.3,1
5135,5135,210000,0.3,1
5136,5136,210000,0.3,1
5137,5137,210000,0.3,1
5138,5138,210000,0.3,1
5139,5139,210000,0.3,1
5140,5140,210000,0.3,1
5141,5141,210000,0.3,1
5142,5142,210000,0.3,1
5143,5143,210000,0.3,1
5144,5144,210000,0.3,1
5145,5145,210000,0.3,1
5146,5146,210000,0.3,1
5147,5147,210000,0.3,1
5148,5148,210000,0.3,1
5149,5149,210000,0.3,1
5150,5150,210000,0.3,1
5151,5151,210000,0.3,1
5152,5152,210000,0.3,1
5153,5153,210000,0.3,1
5154,5154,210000,0.3,1
5155,5155,210000,0.3,1
5156,5156,210000,0.3,1
5157,5157,210000,0.3,1
5158,5158,210000,0.3,1
5159,5159,210000,0.3,1
5160,5160,210000,0.3,1
5161,5161,210000,0.3,1
5162,5162,210000,0.3,1
5163,5163,210000,0.3,1
5164,5164,210000,0.3,1
5165,5165,210000,0.3,1
5166,5166,210000,0.3,1
5167,5167,210000,0.3,1
5168,5168,210000,0.3,1
5169,5169,210000,0.3,1
5170,5170,210000,0.3,1
5171,5171,210000,0.3,1
5172,5172,210000,0.3,1
5173,5173,210000,0.3,1
5174,5174,210000,0.3,1
5175,5175,210000,0.3,1
5176,5176,210000,0.3,1
5177,5177,210000,0.3,1
5178,5178,210000,0.3,1
5179,5179,210000,0.3,1
5180,5180,210000,0.3,1
5181,5181,210000,0.3,1
5182,5182,210000,0.3,1
5183,5183,210000,0.3,1
5184,5184,210000,0.3,1
5185,5185,210000,0.3,1
5186,5186,210000,0.3,1
5187,5187,210000,0.3,1
5188,5188,210000,0.3,1
5189,5189,210000,0.3,1
5190,5190,210000,0.3,1
5191,5191,210000,0.3,1
5192,5192,210000,0.3,1
5193,5193,210000,0.3,1
5194,5194,210000,0.3,1
5195,5195,210000,0.3,1
5196,5196,210000,0.3,1
5197,5197,210000,0.3,1
5198,5198,210000,0.3,1
5199,5199,210000,0.3,1
5200,5200,210000,0.3,1
5201,5201,210000,0.3,1
5202,5202,210000,0.3,1
5203,5203,210000,0.3,1
5204,5204,210000,0.3,1
5205,5205,210000,0.3,1
5206,5206,210000,0.3,1
5207,5207,210000,0.3,1
5208,5208,210000,0.3,1
5209,5209,210000,0.3,1
5210,5210,210000,0.3,1
5211,5211,210000,0.3,1
5212,5212,210000,0.3,1
5213,5213,210000,0.3,1
5214,5214,210000,0.3,1
5215,5215,210000,0.3,1
5216,5216,210000,0.3,1
5217,5217,210000,0.3,1
5218,5218,210000,0.3,1
5219,5219,210000,0.3,1
5220,5220,210000,0.3,1
5221,5221,210000,0.3,1
5222,5222,210000,0.3,1
5223,5223,210000,0.3,1
5224,5224,210000,0.3,1
5225,5225,210000,0.3,1
5226,5226,210000,0.3,1
5227,5227,210000,0.3,1
5228,5228,210000,0.3,1
5229,5229,210000,0.3,1
5230,5230,210000,0.3,1
5231,5231,210000,0.3,1
5232,5232,210000,0.3,1
5233,5233,210000,0.3,1
5234,5234,210000,0.3,1
5235,5235,210000,0.3,1
5236,5236,210000,0.3,1
5237,5237,210000,0.3,1
5238,5238,210000,0.3,1
5239,5239,210000,0.3,1
5240,5240,210000,0.3,1
5241,5241,210000,0.3,1
5242,5242,210000,0.3,1
5243,5243,210000,0.3,1
5244,5244,210000,0.3,1
5245,5245,210000,0.3,1
5246,5246,210000,0.3,1
5247,5247,210000,0.3,1
5248,5248,210000,0.3,1
5249,5249,210000,0.3,1
5250,5250,210000,0.3,1
5251,5251,210000,0.3,1
5252,5252,210000,0.3,1
5253,5253,210000,0.3,1
5254,5254,210000,0.3,1
5255,5255,210000,0.3,1
5256,5256,210000,0.3,1
5257,5257,210000,0.3,1
5258,5258,210000,0.3,1
5259,5259,210000,0.3,1
5260,5260,210000,0.3,1
5261,5261,210000,0.3,1
5262,5262,210000,0.3,1
5263,5263,210000,0.3,1
5264,5264,210000,0.3,1
5265,5265,210000,0.3,1
5266,5266,210000,0.3,1
5267,5267,210000,0.3,1
5268,5268,210000,0.3,1
5269,5269,210000,0.3,1
5270,5270,210000,0.3,1
5271,5271,210000,0.3,1
5272,5272,210000,0.3,1
5273,5273,210000,0.3,1
5274,5274,210000,0.3,1
5275,5275,210000,0.3,1
5276,5276,210000,0.3,1
5277,5277,210000,0.3,1
5278,5278,210000,0.3,1
5279,5279,210000,0.3,1
5280,5280,210000,0.3,1
5281,5281,210000,0.3,1
5282,5282,210000,0.3,1
5283,5283,210000,0.3,1
5284,5284,210000,0.3,1
5285,5285,210000,0.3,1
5286,5286,210000,0.3,1
5287,5287,210000,0.3,1
5288,5288,210000,0.3,1
5289,5289,210000,0.3,1
5290,5290,210000,0.3,1
5291,5291,210000,0.3,1
5292,5292,210000,0.3,1
5293,5293,210000,0.3,1
5294,5294,210000,0.3,1
5295,5295,210000,0.3,1
5296,5296,210000,0.3,1
5297,5297,210000,0.3,1
5298,5298,210000,0.3,1
5299,5299,210000,0.3,1
5300,5300,210000,0.3,1
5301,5301,210000,0.3,1
5302,5302,210000,0.3,1
5303,5303,210000,0.3,1
5304,5304,210000,0.3,1
5305,5305,210000,0.3,1
5306,5306,210000,0.3,1
5307,5307,210000,0.3,1
5308,5308,210000,0.3,1
5309,5309,210000,0.3,1
5310,5310,210000,0.3,1
5311,5311,210000,0.3,1
5312,5312,210000,0.3,1
5313,5313,210000,0.3,1
5314,5314,210000,0.3,1
5315,5315,210000,0.3,1
5316,5316,210000,0.3,1
5317,5317,210000,0.3,1
5318,5318,210000,0.3,1
5319,5319,210000,0.3,1
5320,5320,210000,0.3,1
5321,5321,210000,0.3,1
5322,5322,210000,0.3,1
5323,5323,210000,0.3,1
5324,5324,210000,0.3,1
5325,5325,210000,0.3,1
5326,5326,210000,0.3,1
5327,5327,210000,0.3,1
5328,5328,210000,0.3,1
5329,5329,210000,0.3,1
5330,5330,210000,0.3,1
5331,5331,210000,0.3,1
5332,5332,210000,0.3,1
5333,5333,210000,0.3,1
5334,5334,210000,0.3,1
5335,5335,210000,0.3,1
5336,5336,210000,0.3,1
5337,5337,210000,0.3,1
5338,5338,210000,0.3,1
5339,5339,210000,0.3,1
5340,5340,210000,0.3,1
5341,5341,210000,0.3,1
5342,5342,210000,0.3,1
5343,5343,210000,0.3,1
5344,5344,210000,0.3,1
5345,5345,210000,0.3,1
5346,5346,210000,0.3,1
5347,5347,210000,0.3,1
5348,5348,210000,0.3,1
5349,5349,210000,0.3,1
5350,5350,210000,0.3,1
5351,5351,210000,0.3,1
5352,5352,210000,0.3,1
5353,5353,210000,0.3,1
5354,5354,210000,0.3,1
5355,5355,210000,0.3,1
5356,5356,210000,0.3,1
5357,5357,210000,0.3,1
5358,5358,210000,0.3,1
5359,5359,210000,0.3,1
5360,5360,210000,0.3,1
5361,5361,210000,0.3,1
5362,5362,210000,0.3,1
5363,5363,210000,0.3,1
5364,5364,210000,0.3,1
5365,5365,210000,0.3,1
5366,5366,210000,0.3,1
5367,5367,210000,0.3,1
5368,5368,210000,0.3,1
5369,5369,210000,0.3,1
5370,5370,210000,0.3,1
5371,5371,210000,0.3,1
5372,5372,210000,0.3,1
5373,5373,210000,0.3,1
5374,5374,210000,0.3,1
5375,5375,210000,0.3,1
5376,5376,210000,0.3,1
5377,5377,210000,0.3,1
5378,5378,210000,0.3,1
5379,5379,210000,0.3,1
5380,5380,210000,0.3,1
5381,5381,210000,0.3,1
5382,5382,210000,0.3,1
5383,5383,210000,0.3,1
5384,5384,210000,0.3,1
5385,5385,210000,0.3,1
5386,5386,210000,0.3,1
5387,5387,210000,0.3,1
5388,5388,210000,0.3,1
5389,5389,210000,0.3,1
5390,5390,210000,0.3,1
5391,5391,210000,0.3,1
5392,5392,210000,0.3,1
5393,5393,210000,0.3,1
5394,5394,210000,0.3,1
5395,5395,210000,0.3,1
5396,5396,210000,0.3,1
5397,5397,210000,0.3,1
5398,5398,210000,0.3,1
5399,5399,210000,0.3,1
5400,5400,210000,0.3,1
5401,5401,210000,0.3,1
5402,5402,210000,0.3,1
5403,5403,210000,0.3,1
5404,5404,210000,0.3,1
5405,5405,210000,0.3,1
5406,5406,210000,0.3,1
5407,5407,210000,0.3,1
5408,5408,210000,0.3,1
5409,5409,210000,0.3,1
5410,5410,210000,0.3,1
5411,5411,210000,0.3,1
5412,5412,210000,0.3,1
5413,5413,210000,0.3,1
5414,5414,210000,0.3,1
5415,5415,210000,0.3,1
5416,5416,210000,0.3,1
5417,5417,210000,0.3,1
5418,5418,210000,0.3,1
5419,5419,210000,0.3,1
5420,5420,210000,0.3,1
5421,5421,210000,0.3,1
5422,5422,210000,0.3,1
5423,5423,210000,0.3,1
5424,5424,210000,0.3,1
5425,5425,210000,0.3,1
5426,5426,210000,0.3,1
5427,5427,210000,0.3,1
5428,5428,210000,0.3,1
5429,5429,210000,0.3,1
5430,5430,210000,0.3,1
5431,5431,210000,0.3,1
5432,5432,210000,0.3,1
5433,5433,210000,0.3,1
5434,5434,210000,0.3,1
5435,5435,210000,0.3,1
5436,5436,210000,0.3,1
5437,5437,210000,0.3,1
5438,5438,210000,0.3,1
5439,5439,210000,0.3,1
5440,5440,210000,0.3,1
5441,5441,210000,0.3,1
5442,5442,210000,0.3,1
5443,5443,210000,0.3,1
5444,5444,210000,0.3,1
5445,5445,210000,0.3,1
5446,5446,210000,0.3,1
5447,5447,210000,0.3,1
5448,5448,210000,0.3,1
5449,5449,210000,0.3,1
5450,5450,210000,0.3,1
5451,5451,210000,0.3,1
5452,5452,210000,0.3,1
5453,5453,210000,0.3,1
5454,5454,210000,0.3,1
5455,5455,210000,0.3,1
5456,5456,210000,0.3,1
5457,5457,210000,0.3,1
5458,5458,210000,0.3,1
5459,5459,210000,0.3,1
5460,5460,210000,0.3,1
5461,5461,210000,0.3,1
5462,5462,210000,0.3,1
5463,5463,210000,0.3,1
5464,5464,210000,0.3,1
5465,5465,210000,0.3,1
5466,5466,210000,0.3,1
5467,5467,210000,0.3,1
5468,5468,210000,0.3,1
5469,5469,210000,0.3,1
5470,5470,210000,0.3,1
5471,5471,210000,0.3,1
5472,5472,210000,0.3,1
5473,5473,210000,0.3,1
5474,5474,210000,0.3,1
5475,5475,210000,0.3,1
5476,5476,210000,0.3,1
5477,5477,210000,0.3,1
5478,5478,210000,0.3,1
5479,5479,210000,0.3,1
5480,5480,210000,0.3,1
5481,5481,210000,0.3,1
5482,5482,210000,0.3,1
5483,5483,210000,0.3,1
5484,5484,210000,0.3,1
5485,5485,210000,0.3,1
5486,5486,210000,0.3,1
5487,5487,210000,0.3,1
5488,5488,210000,0.3,1
5489,5489,210000,0.3,1
5490,5490,210000,0.3,1
5491,5491,210000,0.3,1
5492,5492,210000,0.3,1
5493,5493,210000,0.3,1
5494,5494,210000,0.3,1
5495,5495,210000,0.3,1
5496,5496,210000,0.3,1
5497,5497,210000,0.3,1
5498,5498,210000,0.3,1
5499,5499,210000,0.3,1
5500,5500,210000,0.3,1
5501,5501,210000,0.3,1
5502,5502,210000,0.3,1
5503,5503,210000,0.3,1
5504,5504,210000,0.3,1
5505,5505,210000,0.3,1
5506,5506,210000,0.3,1
5507,5507,210000,0.3,1
5508,5508,210000,0.3,1
5509,5509,210000,0.3,1
5510,5510,210000,0.3,1
5511,5511,210000,0.3,1
5512,5512,210000,0.3,1
5513,5513,210000,0.3,1
5514,5514,210000,0.3,1
5515,5515,210000,0.3,1
5516,5516,210000,0.3,1
5517,5517,210000,0.3,1
5518,5518,210000,0.3,1
5519,5519,210000,0.3,1
5520,5520,210000,0.3,1
5521,5521,210000,0.3,1
5522,5522,210000,0.3,1
5523,5523,210000,0.3,1
5524,5524,210000,0.3,1
5525,5525,210000,0.3,1
5526,5526,210000,0.3,1
5527,5527,210000,0.3,1
5528,5528,210000,0.3,1
5529,5529,210000,0.3,1
5530,5530,210000,0.3,1
5531,5531,210000,0.3,1
5532,5532,210000,0.3,1
5533,5533,210000,0.3,1
5534,5534,210000,0.3,1
5535,5535,210000,0.3,1
5536,5536,210000,0.3,1
5537,5537,210000,0.3,1
5538,5538,210000,0.3,1
5539,5539,210000,0.3,1
5540,5540,210000,0.3,1
5541,5541,210000,0.3,1
5542,5542,210000,0.3,1
