ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
34987,8,18654,26211,43955,26213,22906,66420,66421,66419
34988,8,16932,16958,66422,33357,16944,16974,66424,66423
34989,8,16958,3745,20744,66422,16974,16957,59094,66424
34990,8,33357,66422,20744,17535,66423,66424,59094,23441
34991,8,16934,16957,16974,16944,23441,59094,66424,66423
34992,8,17997,23213,43485,25907,23210,39718,66425,45857
34993,8,23213,18657,22248,43485,39718,22249,38525,66425
34994,8,25907,43485,22248,18830,45857,66425,38525,22250
34995,8,18829,22249,39718,23210,22250,38525,66425,45857
34996,8,18828,29538,59088,20839,22251,51056,66426,56701
34997,8,29538,18932,22864,59088,51056,22865,39271,66426
34998,8,20839,59088,22864,18654,56701,66426,39271,22866
34999,8,18829,22865,51056,22251,22866,39271,66426,56701
35000,8,18002,21130,48605,21361,21364,63270,66428,37477
35001,8,21130,17981,19652,48605,63270,29522,66427,66428
35002,8,21361,48605,19652,18834,37477,66428,66427,21363
35003,8,17982,29522,63270,21364,21363,66427,66428,37477
35004,8,18666,31158,66429,25937,25940,66430,66432,43530
35005,8,31158,18936,33639,66429,66430,20666,66431,66432
35006,8,25937,66429,33639,17586,43530,66432,66431,25939
35007,8,17598,20666,66430,25940,25939,66431,66432,43530
35008,8,29,20876,36939,20875,20883,66433,66434,36945
35009,8,20876,17568,20877,36939,66433,32510,59945,66434
35010,8,20875,36939,20877,17601,36945,66434,59945,20882
35011,8,17556,32510,66433,20883,20882,59945,66434,36945
35012,8,17896,20672,66435,25230,31723,66436,66437,56749
35013,8,20672,18673,25199,66435,66436,25198,42386,66437
35014,8,25230,66435,25199,17509,56749,66437,42386,25200
35015,8,6356,25198,66436,31723,25200,42386,66437,56749
35016,8,18747,26841,57870,26637,20934,66438,66441,66439
35017,8,26841,18724,32038,57870,66438,20959,66440,66441
35018,8,26637,57870,32038,17609,66439,66441,66440,33074
35019,8,18655,20959,66438,20934,33074,66440,66441,66439
35020,8,17535,25836,54844,20673,20676,43362,66442,36682
35021,8,25836,18933,25063,54844,43362,22073,42194,66442
35022,8,20673,54844,25063,18635,36682,66442,42194,20678
35023,8,17993,22073,43362,20676,20678,42194,66442,36682
35024,8,17558,20847,44788,26672,20850,36912,66444,44724
35025,8,20847,17571,26701,44788,36912,20851,66443,66444
35026,8,26672,44788,26701,17579,44724,66444,66443,26178
35027,8,17557,20851,36912,20850,26178,66443,66444,44724
35028,8,17545,20421,66445,20145,23262,39782,66448,66446
35029,8,20421,17987,22072,66445,39782,23261,66447,66448
35030,8,20145,66445,22072,17993,66446,66448,66447,21888
35031,8,17994,23261,39782,23262,21888,66447,66448,66446
35032,8,17857,28859,66449,26113,28862,49124,66451,66450
35033,8,28859,18717,26086,66449,49124,26090,43762,66451
35034,8,26113,66449,26086,18715,66450,66451,43762,26089
35035,8,18720,26090,49124,28862,26089,43762,66451,66450
35036,8,401,402,36868,19133,7455,7499,66453,66452
35037,8,402,20,20809,36868,7499,1354,45903,66453
35038,8,19133,36868,20809,17546,66452,66453,45903,27334
35039,8,1353,1354,7499,7455,27334,45903,66453,66452
35040,8,17559,20083,57730,32007,24370,41263,66455,66454
35041,8,20083,17580,19801,57730,41263,24369,54393,66455
35042,8,32007,57730,19801,17588,66454,66455,54393,20928
35043,8,18655,24369,41263,24370,20928,54393,66455,66454
35044,8,4641,4653,64930,25667,33438,64923,66458,66456
35045,8,4653,512,20686,64930,64923,19954,66457,66458
35046,8,25667,64930,20686,17609,66456,66458,66457,33640
35047,8,17614,19954,64923,33438,33640,66457,66458,66456
35048,8,17563,28811,66459,25754,25753,49245,66461,43238
35049,8,28811,451,28897,66459,49245,20345,66460,66461
35050,8,25754,66459,28897,17565,43238,66461,66460,22921
35051,8,17566,20345,49245,25753,22921,66460,66461,43238
35052,8,17570,20852,59960,31448,27117,66462,66464,55824
35053,8,20852,463,32514,59960,66462,31154,66463,66464
35054,8,31448,59960,32514,17567,55824,66464,66463,30989
35055,8,17592,31154,66462,27117,30989,66463,66464,55824
35056,8,18676,28771,66465,33495,33494,65363,66466,65331
35057,8,28771,18921,31546,66465,65363,19813,56113,66466
35058,8,33495,66465,31546,18730,65331,66466,56113,27538
35059,8,18664,19813,65363,33494,27538,56113,66466,65331
35060,8,18747,20932,37003,20934,26637,44670,66467,66439
35061,8,20932,17494,20933,37003,44670,26638,62813,66467
35062,8,20934,37003,20933,18655,66439,66467,62813,33074
35063,8,17609,26638,44670,26637,33074,62813,66467,66439
35064,8,17816,25039,66468,33641,28638,48617,66470,66469
35065,8,25039,18627,29178,66468,48617,28636,50467,66470
35066,8,33641,66468,29178,17811,66469,66470,50467,29452
35067,8,18631,28636,48617,28638,29452,50467,66470,66469
35068,8,18593,31819,66471,30452,33643,66472,66475,66473
35069,8,31819,17871,33642,66471,66472,33645,66474,66475
35070,8,30452,66471,33642,17619,66473,66475,66474,33644
35071,8,17873,33645,66472,33643,33644,66474,66475,66473
35072,8,17625,27732,66476,33335,29474,50613,66479,66477
35073,8,27732,18000,21349,66476,50613,29513,66478,66479
35074,8,33335,66476,21349,18831,66477,66479,66478,33646
35075,8,17667,29513,50613,29474,33646,66478,66479,66477
35076,8,18946,25336,42603,21053,32377,66480,66481,59308
35077,8,25336,17904,21032,42603,66480,28921,49281,66481
35078,8,21053,42603,21032,18833,59308,66481,49281,26522
35079,8,18832,28921,66480,32377,26522,49281,66481,59308
35080,8,2296,10369,66482,33647,2297,10429,66484,66483
35081,8,10369,10364,28732,66482,10429,10380,48855,66484
35082,8,33647,66482,28732,18216,66483,66484,48855,28748
35083,8,134,10380,10429,2297,28748,48855,66484,66483
35084,8,17625,21133,66485,31914,28160,61633,66487,57402
35085,8,21133,17646,33648,66485,61633,25331,66486,66487
35086,8,31914,66485,33648,534,57402,66487,66486,533
35087,8,37,25331,61633,28160,533,66486,66487,57402
35088,8,1096,33649,66488,20682,6521,66489,66492,66490
35089,8,33649,18726,19871,66488,66489,33650,66491,66492
35090,8,20682,66488,19871,17917,66490,66492,66491,31150
35091,8,6472,33650,66489,6521,31150,66491,66492,66490
35092,8,18002,29496,51540,21360,21584,66493,66494,58856
35093,8,29496,40,19416,51540,66493,7652,35313,66494
35094,8,21360,51540,19416,18001,58856,66494,35313,19421
35095,8,7635,7652,66493,21584,19421,35313,66494,58856
35096,8,17596,21025,37110,19095,19093,66495,66497,34969
35097,8,21025,17568,21029,37110,66495,20877,66496,66497
35098,8,19095,37110,21029,17598,34969,66497,66496,19094
35099,8,17601,20877,66495,19093,19094,66496,66497,34969
35100,8,17601,20456,61461,32531,19098,54026,66500,66498
35101,8,20456,18662,32820,61461,54026,30862,66499,66500
35102,8,32531,61461,32820,17586,66498,66500,66499,25938
35103,8,18667,30862,54026,19098,25938,66499,66500,66498
35104,8,18702,25925,61733,30549,25926,43514,66501,53125
35105,8,25925,18669,27383,61733,43514,20973,60035,66501
35106,8,30549,61733,27383,18710,53125,66501,60035,26066
35107,8,17586,20973,43514,25926,26066,60035,66501,53125
35108,8,17595,22549,64804,29549,24873,50688,66504,66502
35109,8,22549,17593,23152,64804,50688,29545,66503,66504
35110,8,29549,64804,23152,6355,66502,66504,66503,32519
35111,8,17524,29545,50688,24873,32519,66503,66504,66502
35112,8,17515,27754,66505,31901,28691,66506,66508,57346
35113,8,27754,322,33651,66505,66506,33652,66507,66508
35114,8,31901,66505,33651,17524,57346,66508,66507,26010
35115,8,17511,33652,66506,28691,26010,66507,66508,57346
35116,8,17842,22681,66509,32323,28722,55227,66511,59021
35117,8,22681,17832,32857,66509,55227,31270,66510,66511
35118,8,32323,66509,32857,18797,59021,66511,66510,22321
35119,8,18798,31270,55227,28722,22321,66510,66511,59021
35120,8,2115,28050,47374,2116,9774,66393,66512,9800
35121,8,28050,18157,28049,47374,66393,28229,47837,66512
35122,8,2116,47374,28049,123,9800,66512,47837,2091
35123,8,2092,28229,66393,9774,2091,47837,66512,9800
35124,8,18661,31249,66513,24685,31250,55175,66515,66514
35125,8,31249,18920,32610,66513,55175,19867,60452,66515
35126,8,24685,66513,32610,18918,66514,66515,60452,29533
35127,8,18796,19867,55175,31250,29533,60452,66515,66514
35128,8,18706,22374,38663,22375,20089,66516,66517,42315
35129,8,22374,17574,22376,38663,66516,29601,50850,66517
35130,8,22375,38663,22376,18712,42315,66517,50850,22950
35131,8,18721,29601,66516,20089,22950,50850,66517,42315
35132,8,17615,30585,62828,32753,32759,66518,66520,66519
35133,8,30585,517,4652,62828,66518,19955,64922,66520
35134,8,32753,62828,4652,4641,66519,66520,64922,33438
35135,8,17614,19955,66518,32759,33438,64922,66520,66519
35136,8,17582,33489,66521,30512,33490,65302,66524,66522
35137,8,33489,18739,22577,66521,65302,21142,66523,66524
35138,8,30512,66521,22577,17632,66522,66524,66523,33653
35139,8,17634,21142,65302,33490,33653,66523,66524,66522
35140,8,18821,28336,66525,33373,33655,66526,66529,66527
35141,8,28336,17922,33654,66525,66526,33656,66528,66529
35142,8,33373,66525,33654,18687,66527,66529,66528,19399
35143,8,18686,33656,66526,33655,19399,66528,66529,66527
35144,8,18681,32727,66530,25991,20868,61004,66531,43608
35145,8,32727,18724,20959,66530,61004,20960,37031,66531
35146,8,25991,66530,20959,18655,43608,66531,37031,20961
35147,8,18708,20960,61004,20868,20961,37031,66531,43608
35148,8,18658,25755,43244,23381,26635,44661,66533,66532
35149,8,25755,17563,25759,43244,44661,20353,59142,66533
35150,8,23381,43244,25759,17544,66532,66533,59142,23481
35151,8,18697,20353,44661,26635,23481,59142,66533,66532
35152,8,17516,33058,66534,32441,32723,66535,66537,66536
35153,8,33058,17530,31903,66534,66535,19614,66270,66537
35154,8,32441,66534,31903,17499,66536,66537,66270,24035
35155,8,17533,19614,66535,32723,24035,66270,66537,66536
35156,8,18771,21449,60574,26335,26282,63164,66538,44142
35157,8,21449,18773,22489,60574,63164,30744,53653,66538
35158,8,26335,60574,22489,18755,44142,66538,53653,26151
35159,8,17883,30744,63164,26282,26151,53653,66538,44142
35160,8,17659,28938,55897,26223,19792,49320,66540,66539
35161,8,28938,567,28735,55897,49320,28736,48835,66540
35162,8,26223,55897,28735,17654,66539,66540,48835,28737
35163,8,17663,28736,49320,19792,28737,48835,66540,66539
35164,8,17968,29466,66541,33657,31938,63340,66543,66542
35165,8,29466,1301,7196,66541,63340,31866,59381,66543
35166,8,33657,66541,7196,1152,66542,66543,59381,32380
35167,8,17676,31866,63340,31938,32380,59381,66543,66542
35168,8,2906,13075,13108,13081,30226,66544,66546,66545
35169,8,13075,13074,13080,13108,66544,23521,40702,66546
35170,8,13081,13108,13080,13068,66545,66546,40702,23939
35171,8,18423,23521,66544,30226,23939,40702,66546,66545
35172,8,17650,29698,58079,29140,29708,66547,66548,55775
35173,8,29698,563,4853,58079,66547,31484,55916,66548
35174,8,29140,58079,4853,4805,55775,66548,55916,31423
35175,8,17680,31484,66547,29708,31423,55916,66548,55775
35176,8,18572,20495,43983,21431,20500,36488,66549,37551
35177,8,20495,18772,22490,43983,36488,20498,38811,66549
35178,8,21431,43983,22490,18755,37551,66549,38811,21392
35179,8,17665,20498,36488,20500,21392,38811,66549,37551
35180,8,17967,25547,42920,22038,25609,59314,66551,66550
35181,8,25547,1152,1153,42920,59314,32380,59382,66551
35182,8,22038,42920,1153,73,66550,66551,59382,27598
35183,8,17676,32380,59314,25609,27598,59382,66551,66550
35184,8,4734,4739,4772,4740,22811,66552,66554,59343
35185,8,4739,4733,4741,4772,66552,30873,66553,66554
35186,8,4740,4772,4741,554,59343,66554,66553,32386
35187,8,17644,30873,66552,22811,32386,66553,66554,59343
35188,8,17569,20514,43905,26181,28696,66555,66557,48742
35189,8,20514,18640,19776,43905,66555,33658,66556,66557
35190,8,26181,43905,19776,17566,48742,66557,66556,28697
35191,8,17155,33658,66555,28696,28697,66556,66557,48742
35192,8,17661,22836,66558,21661,31245,66559,66561,66560
35193,8,22836,18619,21275,66558,66559,23083,45419,66561
35194,8,21661,66558,21275,18582,66560,66561,45419,27085
35195,8,18590,23083,66559,31245,27085,45419,66561,66560
35196,8,18605,22236,38508,22237,31324,66562,66564,55387
35197,8,22236,61,22238,38508,66562,16464,66563,66564
35198,8,22237,38508,22238,17832,55387,66564,66563,31323
35199,8,16416,16464,66562,31324,31323,66563,66564,55387
35200,8,18603,26560,66565,23612,23615,44539,66567,40292
35201,8,26560,18791,33621,66565,44539,19786,66566,66567
35202,8,23612,66565,33621,18602,40292,66567,66566,23492
35203,8,17851,19786,44539,23615,23492,66566,66567,40292
35204,8,17649,19211,66568,31524,19212,35087,66569,56046
35205,8,19211,536,535,66568,35087,4765,4789,66569
35206,8,31524,66568,535,534,56046,66569,4789,4753
35207,8,550,4765,35087,19212,4753,4789,66569,56046
35208,8,18157,23163,59039,28050,28051,66570,66571,47375
35209,8,23163,2120,9823,59039,66570,2119,9850,66571
35210,8,28050,59039,9823,2115,47375,66571,9850,9822
35211,8,2118,2119,66570,28051,9822,9850,66571,47375
35212,8,16420,16470,55393,31326,29941,66572,66573,66136
35213,8,16470,913,31269,55393,66572,31271,55226,66573
35214,8,31326,55393,31269,17832,66136,66573,55226,22681
35215,8,17842,31271,66572,29941,22681,55226,66573,66136
35216,8,18817,33659,66574,25594,20166,66575,66577,66576
35217,8,33659,18595,27105,66574,66575,19719,45459,66577
35218,8,25594,66574,27105,17789,66576,66577,45459,25002
35219,8,18587,19719,66575,20166,25002,45459,66577,66576
35220,8,18839,30203,66578,23547,28901,52328,66579,62035
35221,8,30203,18142,27531,66578,52328,27532,46317,66579
35222,8,23547,66578,27531,18840,62035,66579,46317,27533
35223,8,2075,27532,52328,28901,27533,46317,66579,62035
35224,8,2129,32885,66580,2128,25390,66581,66582,66404
35225,8,32885,18484,25979,66580,66581,24924,43581,66582
35226,8,2128,66580,25979,2127,66404,66582,43581,25980
35227,8,18532,24924,66581,25390,25980,43581,66582,66404
35228,8,18871,29344,66583,32220,27031,56271,66585,60627
35229,8,29344,18283,24479,66583,56271,31591,66584,66585
35230,8,32220,66583,24479,18874,60627,66585,66584,30898
35231,8,18895,31591,56271,27031,30898,66584,66585,60627
35232,8,18874,24479,66586,30298,30898,66584,66588,54133
35233,8,24479,18283,27041,66586,66584,31591,66587,66588
35234,8,30298,66586,27041,18433,54133,66588,66587,24295
35235,8,18895,31591,66584,30898,24295,66587,66588,54133
35236,8,17904,21664,37814,21665,32480,66589,66591,66590
35237,8,21664,17903,21379,37814,66589,21378,37493,66591
35238,8,21665,37814,21379,17900,66590,66591,37493,21380
35239,8,17902,21378,66589,32480,21380,37493,66591,66590
35240,8,17867,24101,46499,25639,26535,57725,66594,66592
35241,8,24101,986,27615,46499,57725,32005,66593,66594
35242,8,25639,46499,27615,17874,66592,66594,66593,25973
35243,8,17875,32005,57725,26535,25973,66593,66594,66592
35244,8,17953,22818,39218,22822,33445,64979,66595,64986
35245,8,22818,18833,22821,39218,64979,26522,49282,66595
35246,8,22822,39218,22821,18744,64986,66595,49282,21069
35247,8,18832,26522,64979,33445,21069,49282,66595,64986
35248,8,17674,21319,66596,27867,21322,37435,66597,46995
35249,8,21319,17673,25602,66596,37435,21323,43002,66597
35250,8,27867,66596,25602,1294,46995,66597,43002,25601
35251,8,17675,21323,37435,21322,25601,43002,66597,46995
35252,8,18815,19825,66598,29860,32637,66599,66602,66600
35253,8,19825,17868,33407,66598,66599,26528,66601,66602
35254,8,29860,66598,33407,18743,66600,66602,66601,30577
35255,8,18752,26528,66599,32637,30577,66601,66602,66600
35256,8,17782,29406,50361,25872,21571,66603,66606,66604
35257,8,29406,17783,29407,50361,66603,32075,66605,66606
35258,8,25872,50361,29407,18576,66604,66606,66605,32055
35259,8,17776,32075,66603,21571,32055,66605,66606,66604
35260,8,17759,26779,49310,28932,26784,44921,66608,60719
35261,8,26779,17681,28933,49310,44921,26782,66607,66608
35262,8,28932,49310,28933,17686,60719,66608,66607,32662
35263,8,18777,26782,44921,26784,32662,66607,66608,60719
35264,8,605,4971,59951,31211,4972,5017,66610,55042
35265,8,4971,4906,27043,59951,5017,4931,66609,66610
35266,8,31211,59951,27043,17686,55042,66610,66609,29712
35267,8,4903,4931,5017,4972,29712,66609,66610,55042
35268,8,623,27044,45349,4924,4932,51126,66611,4984
35269,8,27044,17686,27043,45349,51126,29712,66609,66611
35270,8,4924,45349,27043,4906,4984,66611,66609,4931
35271,8,4903,29712,51126,4932,4931,66609,66611,4984
35272,8,17681,32947,66612,28933,26782,66613,66615,66607
35273,8,32947,17787,33660,66612,66613,21569,66614,66615
35274,8,28933,66612,33660,17686,66607,66615,66614,32662
35275,8,18777,21569,66613,26782,32662,66614,66615,66607
35276,8,14819,14827,14849,14821,24734,66616,66618,41746
35277,8,14827,3263,14835,14849,66616,32990,66617,66618
35278,8,14821,14849,14835,3307,41746,66618,66617,21212
35279,8,18543,32990,66616,24734,21212,66617,66618,41746
35280,8,17759,28931,49309,26779,26780,66619,66620,44920
35281,8,28931,17683,28934,49309,66619,30756,53692,66620
35282,8,26779,49309,28934,17681,44920,66620,53692,26781
35283,8,17714,30756,66619,26780,26781,53692,66620,44920
35284,8,17694,32878,64974,32772,32770,64855,66621,61233
35285,8,32878,17692,26334,64974,64855,29996,51817,66621
35286,8,32772,64974,26334,4902,61233,66621,51817,22529
35287,8,17685,29996,64855,32770,22529,51817,66621,61233
35288,8,17694,32769,66622,32958,32959,66623,66624,62241
35289,8,32769,17693,25712,66622,66623,31445,64881,66624
35290,8,32958,66622,25712,17642,62241,66624,64881,31094
35291,8,17696,31445,66623,32959,31094,64881,66624,62241
35292,8,18008,20542,66625,29228,26531,66626,66627,62006
35293,8,20542,17964,26342,66625,66626,31446,57471,66627
35294,8,29228,66625,26342,17951,62006,66627,57471,31403
35295,8,18785,31446,66626,26531,31403,57471,66627,62006
35296,8,4908,31447,66628,4929,21165,55817,66630,38861
35297,8,31447,17704,33661,66628,55817,21884,66629,66630
35298,8,4929,66628,33661,4901,38861,66630,66629,22530
35299,8,17685,21884,55817,21165,22530,66629,66630,38861
35300,8,17483,26620,66631,33662,33663,66632,66634,66633
35301,8,26620,253,17368,66631,66632,17367,17383,66634
35302,8,33662,66631,17368,17362,66633,66634,17383,17366
35303,8,17363,17367,66632,33663,17366,17383,66634,66633
35304,8,17483,22830,39226,22831,33663,66635,66637,66636
35305,8,22830,3775,3774,39226,66635,17376,17393,66637
35306,8,22831,39226,3774,17,66636,66637,17393,17370
35307,8,17363,17376,66635,33663,17370,17393,66637,66636
35308,8,17483,21676,48927,20343,33663,66638,66640,66639
35309,8,21676,418,419,48927,66638,17379,17392,66640
35310,8,20343,48927,419,3,66639,66640,17392,17378
35311,8,17363,17379,66638,33663,17378,17392,66640,66639
35312,8,17678,27427,55504,31363,32641,60603,66642,66641
35313,8,27427,17679,28614,55504,60603,31206,55737,66642
35314,8,31363,55504,28614,4807,66641,66642,55737,31199
35315,8,17677,31206,60603,32641,31199,55737,66642,66641
35316,8,17935,22781,60595,32643,21512,39438,66645,66643
35317,8,22781,17942,21596,60595,39438,23000,66644,66645
35318,8,32643,60595,21596,18006,66643,66645,66644,27993
35319,8,17940,23000,39438,21512,27993,66644,66645,66643
35320,8,1272,7057,37664,21535,7058,7086,66648,66646
35321,8,7057,1246,21537,37664,7086,1245,66647,66648
35322,8,21535,37664,21537,17963,66646,66648,66647,33664
35323,8,1244,1245,7086,7058,33664,66647,66648,66646
35324,8,1180,27161,45567,27162,15878,66649,66651,66650
35325,8,27161,17937,27164,45567,66649,31849,57163,66651
35326,8,27162,45567,27164,17951,66650,66651,57163,27412
35327,8,3592,31849,66649,15878,27412,57163,66651,66650
35328,8,17759,26780,44923,26784,27124,66652,66655,66653
35329,8,26780,17714,26783,44923,66652,32490,66654,66655
35330,8,26784,44923,26783,18777,66653,66655,66654,33287
35331,8,17784,32490,66652,27124,33287,66654,66655,66653
35332,8,18410,32809,63634,33222,33665,66656,66658,66657
35333,8,32809,18886,26366,63634,66656,24969,44193,66658
35334,8,33222,63634,26366,18411,66657,66658,44193,19966
35335,8,18279,24969,66656,33665,19966,44193,66658,66657
35336,8,17955,29660,60821,32689,26340,66659,66662,66660
35337,8,29660,1178,6841,60821,66659,27189,66661,66662
35338,8,32689,60821,6841,6823,66660,66662,66661,33666
35339,8,17951,27189,66659,26340,33666,66661,66662,66660
35340,8,17678,22764,39139,21480,22770,47254,66663,39436
35341,8,22764,17639,22763,39139,47254,22996,39430,66663
35342,8,21480,39139,22763,17938,39436,66663,39430,22132
35343,8,17940,22996,47254,22770,22132,39430,66663,39436
35344,8,17703,31298,59939,29684,29682,55309,66665,51065
35345,8,31298,1174,31218,59939,55309,31299,66664,66665
35346,8,29684,59939,31218,18786,51065,66665,66664,29683
35347,8,17690,31299,55309,29682,29683,66664,66665,51065
35348,8,17956,32051,66666,33667,32053,57921,66669,66667
35349,8,32051,17946,20405,66666,57921,32052,66668,66669
35350,8,33667,66666,20405,6950,66667,66669,66668,6957
35351,8,1196,32052,57921,32053,6957,66668,66669,66667
35352,8,18406,19200,64236,24866,24865,66670,66671,41926
35353,8,19200,18409,30265,64236,66670,30673,57985,66671
35354,8,24866,64236,30265,12423,41926,66671,57985,12485
35355,8,12426,30673,66670,24865,12485,57985,66671,41926
35356,8,12430,30277,57984,12484,12491,54009,66672,12536
35357,8,30277,18409,30265,57984,54009,30264,52501,66672
35358,8,12484,57984,30265,12423,12536,66672,52501,12433
35359,8,12424,30264,54009,12491,12433,52501,66672,12536
35360,8,3509,15599,66673,29768,31831,57120,66675,66674
35361,8,15599,3528,26556,66673,57120,22059,44533,66675
35362,8,29768,66673,26556,17778,66674,66675,44533,21630
35363,8,17711,22059,57120,31831,21630,44533,66675,66674
35364,8,18011,27763,66676,27453,27454,66677,66679,46163
35365,8,27763,1419,7924,66676,66677,31357,66678,66679
35366,8,27453,66676,7924,7914,46163,66679,66678,26503
35367,8,17962,31357,66677,27454,26503,66678,66679,46163
35368,8,789,31005,55145,22930,5351,66680,66683,66681
35369,8,31005,17759,26780,55145,66680,33669,66682,66683
35370,8,22930,55145,26780,17714,66681,66683,66682,33668
35371,8,687,33669,66680,5351,33668,66682,66683,66681
35372,8,787,788,39348,22929,5358,5386,66685,66684
35373,8,788,789,22930,39348,5386,5351,66681,66685
35374,8,22929,39348,22930,17714,66684,66685,66681,33668
35375,8,687,5351,5386,5358,33668,66681,66685,66684
35376,8,3524,15596,15624,3523,33670,66686,66688,66687
35377,8,15596,3503,15594,15624,66686,25368,46285,66688
35378,8,3523,15624,15594,3522,66687,66688,46285,27520
35379,8,17784,25368,66686,33670,27520,46285,66688,66687
35380,8,17483,28833,49062,21676,33663,66689,66690,66638
35381,8,28833,17361,17380,49062,66689,17369,17395,66690
35382,8,21676,49062,17380,418,66638,66690,17395,17379
35383,8,17363,17369,66689,33663,17379,17395,66690,66638
35384,8,14192,14221,52692,27156,14213,14250,66692,66691
35385,8,14221,3109,19924,52692,14250,3108,66052,66692
35386,8,27156,52692,19924,18126,66691,66692,66052,33596
35387,8,3107,3108,14250,14213,33596,66052,66692,66691
35388,8,18649,31415,64627,33149,33152,65377,66694,63209
35389,8,31415,18650,33395,64627,65377,33500,66693,66694
35390,8,33149,64627,33395,17477,63209,66694,66693,33151
35391,8,18931,33500,65377,33152,33151,66693,66694,63209
35392,8,18838,32513,59962,28962,28963,66695,66696,49366
35393,8,32513,7921,7957,59962,66695,7959,8006,66696
35394,8,28962,59962,7957,1437,49366,66696,8006,1436
35395,8,1435,7959,66695,28963,1436,8006,66696,49366
35396,8,18650,22976,65386,33395,33500,65383,66698,66693
35397,8,22976,18651,33397,65386,65383,26210,66697,66698
35398,8,33395,65386,33397,17477,66693,66698,66697,33151
35399,8,18931,26210,65383,33500,33151,66697,66698,66693
35400,8,18014,26418,44279,26420,27511,51151,66700,46271
35401,8,26418,18047,20632,44279,51151,29727,66699,66700
35402,8,26420,44279,20632,17724,46271,66700,66699,27510
35403,8,18017,29727,51151,27511,27510,66699,66700,46271
35404,8,1648,8825,8882,8824,20702,36718,66701,42755
35405,8,8825,1672,8796,8882,36718,20700,48890,66701
35406,8,8824,8882,8796,8736,42755,66701,48890,23688
35407,8,17736,20700,36718,20702,23688,48890,66701,42755
35408,8,1625,8639,66702,32259,1626,8726,66703,58755
35409,8,8639,8614,27967,66702,8726,8671,47198,66703
35410,8,32259,66702,27967,17768,58755,66703,47198,23303
35411,8,1627,8671,8726,1626,23303,47198,66703,58755
35412,8,17748,24920,66704,33671,31227,55102,66706,66705
35413,8,24920,1625,32259,66704,55102,27572,58754,66706
35414,8,33671,66704,32259,17768,66705,66706,58754,23132
35415,8,17769,27572,55102,31227,23132,58754,66706,66705
35416,8,17755,21803,46991,27865,23394,66707,66709,66708
35417,8,21803,17744,27863,46991,66707,25852,57050,66709
35418,8,27865,46991,27863,2099,66708,66709,57050,31813
35419,8,17754,25852,66707,23394,31813,57050,66709,66708
35420,8,1763,1764,48403,28546,15534,15564,66712,66710
35421,8,1764,1765,28548,48403,15564,15535,66711,66712
35422,8,28546,48403,28548,17745,66710,66712,66711,19809
35423,8,3477,15535,15564,15534,19809,66711,66712,66710
35424,8,729,728,66713,33400,9094,9129,66714,64644
35425,8,728,727,28547,66713,9129,9108,48404,66714
35426,8,33400,66713,28547,17745,64644,66714,48404,28546
35427,8,1763,9108,9129,9094,28546,48404,66714,64644
35428,8,2009,9519,60174,29983,2008,9549,66715,58074
35429,8,9519,1986,32553,60174,9549,9522,63772,66715
35430,8,29983,60174,32553,18037,58074,66715,63772,32092
35431,8,2007,9522,9549,2008,32092,63772,66715,58074
35432,8,8466,8496,66716,33195,8468,8544,66718,66717
35433,8,8496,1545,28028,66716,8544,8507,59494,66718
35434,8,33195,66716,28028,17735,66717,66718,59494,30176
35435,8,1564,8507,8544,8468,30176,59494,66718,66717
35436,8,1529,8281,35098,19221,8259,8311,66719,46980
35437,8,8281,8238,19222,35098,8311,8264,47324,66719
35438,8,19221,35098,19222,18034,46980,66719,47324,21786
35439,8,8243,8264,8311,8259,21786,47324,66719,46980
35440,8,18656,26208,43954,26209,33398,64629,66721,66720
35441,8,26208,18651,26210,43954,64629,33397,66697,66721
35442,8,26209,43954,26210,18931,66720,66721,66697,33151
35443,8,17477,33397,64629,33398,33151,66697,66721,66720
35444,8,17730,20824,36890,20827,32421,66722,66724,66723
35445,8,20824,1555,8487,36890,66722,1556,8528,66724
35446,8,20827,36890,8487,8462,66723,66724,8528,8491
35447,8,1557,1556,66722,32421,8491,8528,66724,66723
35448,8,18652,33672,66725,28658,33150,66726,66727,63208
35449,8,33672,18656,26209,66725,66726,33398,66720,66727
35450,8,28658,66725,26209,18931,63208,66727,66720,33151
35451,8,17477,33398,66726,33150,33151,66720,66727,63208
35452,8,17518,22222,38494,22225,32943,66728,66730,62142
35453,8,22222,18707,20378,38494,66728,33396,66729,66730
35454,8,22225,38494,20378,18722,62142,66730,66729,32942
35455,8,17477,33396,66728,32943,32942,66729,66730,62142
35456,8,8614,8639,66702,27967,33673,66731,66733,66732
35457,8,8639,1625,32259,66702,66731,24920,66704,66733
35458,8,27967,66702,32259,17768,66732,66733,66704,33671
35459,8,17748,24920,66731,33673,33671,66704,66733,66732
35460,8,17737,31497,66734,25587,32423,66735,66736,59525
35461,8,31497,17736,32293,66734,66735,23691,58923,66736
35462,8,25587,66734,32293,18042,59525,66736,58923,27714
35463,8,17735,23691,66735,32423,27714,58923,66736,59525
35464,8,18707,22222,51530,26695,33396,66728,66737,64626
35465,8,22222,17518,26983,51530,66728,32943,64634,66737
35466,8,26695,51530,26983,18649,64626,66737,64634,33149
35467,8,17477,32943,66728,33396,33149,64634,66737,64626
35468,8,3613,29728,66738,3614,26357,51155,66740,66739
35469,8,29728,17757,30774,66738,51155,28976,53751,66740
